cecha,A_mediana,A_std,B_mediana,B_std,ks_stat,p_value,istotna_p05
avg_inner_ix_count_50tx,9.11,4.890975867702108,9.0,5.5502528555628015,0.09323650093429138,0.0010973947356419543,True
rate_buy_count_per_s_1s_to_2s,1.0,2.7620152606838353,0.0,1.6590153517136694,0.09301033922925746,0.0019144820542063158,True
delta_buy_count_1s_to_2s,1.0,2.7620152606838353,0.0,1.6590153517136694,0.09301033922925746,0.0019144820542063158,True
delta_unique_signers_1s_to_2s,0.0,2.650987573090042,0.0,1.576808233922917,0.09289640832834886,0.0019471967087668933,True
rate_unique_signers_per_s_1s_to_2s,0.0,2.650987573090042,0.0,1.576808233922917,0.09289640832834886,0.0019471967087668933,True
compute_unit_cluster_dominance,0.43167701863354035,0.1288659385306952,0.45454545454545453,0.12427533879918612,0.09040757909127807,0.012700820014897727,True
dev_buy_total_sol,0.98765432,3.0338530554573233,0.9875,2.8397555726824035,0.09016393442622951,0.0019211459355253425,True
delta_jito_tip_intensity_1s_to_3s,0.027402402402402402,0.2723047297292143,0.16666666666666663,0.27904957864152147,0.08933194637078132,0.003765420150467479,True
cu_price_p90_10s,2000000.0,52270549.45943377,2000000.0,32385749.99202652,0.0884519684405905,0.002688338962454583,True
delta_buy_count_2s_to_3s,1.0,2.9150175709187343,0.0,2.7849221081260027,0.08800496656368542,0.004339070718657177,True
tas_volume_score,0.0,0.2554225639896059,0.0,0.26490466058144896,0.08762331995724323,0.038093792137907624,True
pdd_spike_earlier_rate,0.44905964361538464,0.47892224069821626,0.3365560092974359,0.5234065230021872,0.0857273029947255,0.04507300592701688,True
avg_cpi_depth_50tx,2.9285714285714284,0.385340054889467,3.0,0.3462680702833238,0.08292214421936446,0.00523839835060162,True
delta_tx_count_1s_to_2s,1.0,3.5522529845105963,1.0,2.075164654501599,0.08117576689737674,0.009960295420812762,True
avg_tx_sol,0.46363927167966146,0.5082465185201492,0.32486416679354846,0.7233949660970964,0.07845433255269321,0.010403499768422232,True
delta_mcap_1s_to_3s,0.0,11.27936345868911,0.0,10.376707855341714,0.07686084142394822,0.019063468189077535,True
rate_mcap_sol_per_s_1s_to_3s,0.0,5.639681729344555,0.0,5.188353927670857,0.07686084142394822,0.019063468189077535,True
pdd_spike_recent_rate,0.19868489754545451,0.3835844451187165,0.147407405,0.5523138268060006,0.07670282299752922,0.09541756739247631,False
delta_burstratio_1s_to_2s,-0.16666666666666669,0.2610257550576911,-0.16666666666666669,0.2723489556478632,0.07667275816742009,0.018134833273950386,True
delta_jito_tip_intensity_1s_to_2s,0.0,0.22841259537751402,0.0,0.2357236762592231,0.0750873649450162,0.021958294271477986,True
delta_signer_cross_pool_velocity_1s_to_3s,0.0,0.10698789521636116,0.0,0.11050795307431673,0.0740624345275508,0.562720760543346,False
rate_mcap_sol_per_s_2s_to_3s,0.0,7.926139194415643,0.0,7.482277283792467,0.06897750221551618,0.0466856787767067,True
delta_mcap_2s_to_3s,0.0,7.926139194415643,0.0,7.482277283792467,0.06897750221551618,0.0466856787767067,True
delta_price_pct_2s_to_3s,0.0,19.519474977627187,0.0,21.0060901314288,0.06678504716002122,0.0589545176859239,False
delta_signer_cross_pool_velocity_1s_to_2s,0.0,0.07704521678151327,0.0,0.08780396598221595,0.06671408250355619,0.6812116009158556,False
delta_burstratio_1s_to_3s,-0.25,0.3055908088449498,-0.2777777777777778,0.32107331701685343,0.06497919556171983,0.07132461149065561,False
delta_price_pct_1s_to_2s,0.0,20.200894554569853,0.0,19.70000662943901,0.060544708409477094,0.10540157744168481,False
tas_interval_score,0.0,0.474201329236258,0.0,0.4827736846606447,0.05601836437871274,0.3869725709123901,False
delta_mcap_1s_to_2s,0.0,9.101545472612642,0.0,6.989003083534283,0.0538745150844795,0.19340449706963883,False
rate_mcap_sol_per_s_1s_to_2s,0.0,9.101545472612642,0.0,6.989003083534283,0.0538745150844795,0.19340449706963883,False
delta_flipper_presence_ratio_1s_to_3s,0.0,0.21747775260009283,0.0,0.22842476060127354,0.052981969486823856,0.2159978522411523,False
dev_buyer_infrastructure_affinity,0.15998185117967334,0.09050645344592392,0.15000000000000005,0.09737733242249533,0.05194887088637645,0.2623969890117815,False
delta_flipper_presence_ratio_1s_to_2s,0.0,0.16423067382002612,0.0,0.19148366274346496,0.0493235228110673,0.28068948624959467,False
delta_burstratio_2s_to_3s,-0.08333333333333331,0.1391114218438337,-0.08333333333333331,0.1575410975019791,0.02973568644762981,0.868331353495383,False
curve_wait_elapsed_ms,31105.0,4.387630261633123,31105.0,4.165866374196418,0.02927400468384075,0.8580001483004581,False
pdd_score,1.0,0.03715209146956743,1.0,0.030158914797753542,0.0234192037470726,0.9734422667271113,False
pdd_soft_penalty_points,0.0,0.7430418293913483,0.0,0.6031782959550708,0.0234192037470726,0.9734422667271113,False
tas_hhi_score,0.0,0.4220946787196391,0.0,0.4231094271295792,0.013913470131599699,0.9999999982808074,False
