target_bps,stop_bps,max_hold_ms,total_positions,eligible_positions,baseline_target_count,baseline_stop_count,baseline_timeout_count,baseline_sum_pnl_bps,baseline_avg_pnl_bps,tsv2_target_count,tsv2_stop_count,tsv2_timeout_count,tsv2_exit_count,tsv2_sum_pnl_bps,tsv2_avg_pnl_bps,pnl_delta_sum_bps,pnl_delta_avg_bps,targets_cut_by_tsv2,stops_saved_by_tsv2,timeouts_cut_by_tsv2,beneficial_tsv2_exits,harmful_tsv2_exits,neutral_tsv2_exits,target_cut_rate_over_baseline_targets,beneficial_rate_over_tsv2_exits,harmful_rate_over_tsv2_exits,delta_vs_baseline_sum_pct,tsv2_exit_rate,exact_rows,path_approx_rows,unsupported_rows
10000,-6000,60000,648,625,4,14,630,-187301,-289.04475308641975,2,6,15,625,-153117,-236.29166666666666,34184,54.6944,2,8,615,180,108,337,0.5,0.288,0.1728,18.25083688821736,0.9645061728395061,648,0,0
10000,-6000,120000,648,625,6,18,624,-320463,-494.5416666666667,2,6,15,625,-186093,-287.18055555555554,134370,214.992,4,12,609,240,92,293,0.6666666666666666,0.384,0.1472,41.9299575926082,0.9645061728395061,648,0,0
10000,-5000,30000,648,625,3,17,628,-152602,-235.4969135802469,2,7,25,614,-144353,-222.76697530864197,8249,13.43485342019544,1,10,603,136,79,399,0.3333333333333333,0.22149837133550487,0.12866449511400652,5.405564802558289,0.9475308641975309,648,0,0
10000,-5000,60000,648,625,4,24,620,-172031,-265.47993827160496,2,7,15,624,-146819,-226.57253086419752,25212,40.40384615384615,2,17,605,180,107,337,0.5,0.28846153846153844,0.17147435897435898,14.655498136963688,0.9629629629629629,648,0,0
10000,-5000,120000,648,625,6,39,603,-305733,-471.81018518518516,2,7,15,624,-179795,-277.46141975308643,125938,201.82371794871796,4,32,588,241,90,293,0.6666666666666666,0.38621794871794873,0.14423076923076922,41.19215132157798,0.9629629629629629,648,0,0
10000,-3000,30000,648,625,3,36,609,-117211,-180.88117283950618,2,23,24,599,-111000,-171.2962962962963,6211,10.368948247078464,1,13,585,127,75,397,0.3333333333333333,0.21202003338898165,0.12520868113522537,5.298990709063143,0.9243827160493827,648,0,0
10000,-3000,60000,648,625,4,51,593,-117902,-181.94753086419752,2,24,15,607,-111732,-172.42592592592592,6170,10.164744645799011,2,27,578,168,104,335,0.5,0.27677100494233936,0.171334431630972,5.233159742837272,0.9367283950617284,648,0,0
10000,-3000,120000,648,625,6,77,565,-213617,-329.6558641975309,2,26,13,607,-142489,-219.89043209876544,71128,117.17957166392092,4,51,552,229,87,291,0.6666666666666666,0.3772652388797364,0.14332784184514002,33.2969754279856,0.9367283950617284,648,0,0
10000,-2000,30000,648,625,3,55,590,-90455,-139.59104938271605,2,37,22,587,-93129,-143.71759259259258,-2674,-4.555366269165247,1,18,568,123,70,394,0.3333333333333333,0.20954003407155025,0.11925042589437819,-2.956166049416837,0.9058641975308642,648,0,0
10000,-2000,60000,648,625,4,80,564,-85215,-131.50462962962962,2,37,15,594,-93295,-143.97376543209876,-8080,-13.602693602693602,2,43,549,167,94,333,0.5,0.28114478114478114,0.15824915824915825,-9.481898726749986,0.9166666666666666,648,0,0
10000,-2000,120000,648,625,6,111,531,-161256,-248.85185185185185,2,41,11,594,-121262,-187.1327160493827,39994,67.32996632996633,4,70,520,225,80,289,0.6666666666666666,0.3787878787878788,0.13468013468013468,24.801557771493773,0.9166666666666666,648,0,0
10000,-1500,30000,648,625,3,75,570,-75330,-116.25,2,52,21,573,-82142,-126.76234567901234,-6812,-11.888307155322861,1,23,549,118,66,389,0.3333333333333333,0.20593368237347295,0.11518324607329843,-9.04287800345148,0.8842592592592593,648,0,0
10000,-1500,60000,648,625,4,93,551,-65180,-100.58641975308642,2,52,14,580,-83776,-129.28395061728395,-18596,-32.06206896551724,2,41,537,159,90,331,0.5,0.27413793103448275,0.15517241379310345,-28.53022399509052,0.8950617283950617,648,0,0
10000,-1500,120000,648,625,6,125,517,-121537,-187.5570987654321,2,56,10,580,-101576,-156.7530864197531,19961,34.41551724137931,4,69,507,216,76,288,0.6666666666666666,0.3724137931034483,0.1310344827586207,16.4238050963904,0.8950617283950617,648,0,0
10000,-1000,30000,648,625,3,102,543,-51280,-79.1358024691358,2,74,19,553,-54680,-84.38271604938272,-3400,-6.1482820976491865,1,28,524,110,59,384,0.3333333333333333,0.19891500904159132,0.10669077757685352,-6.6302652106084246,0.8533950617283951,648,0,0
10000,-1000,60000,648,625,4,126,518,-56939,-87.86882716049382,2,74,14,558,-57692,-89.03086419753086,-753,-1.3494623655913978,2,52,504,156,76,326,0.5,0.27956989247311825,0.13620071684587814,-1.3224679042484062,0.8611111111111112,648,0,0
10000,-1000,120000,648,625,5,152,491,-89777,-138.54475308641975,2,79,9,558,-75795,-116.9675925925926,13982,25.057347670250895,3,73,482,204,68,286,0.6,0.3655913978494624,0.12186379928315412,15.574144825512102,0.8611111111111112,648,0,0
10000,-700,30000,648,625,3,124,521,-36396,-56.166666666666664,2,90,15,541,-39723,-61.300925925925924,-3327,-6.149722735674676,1,34,506,110,53,378,0.3333333333333333,0.2033271719038817,0.09796672828096119,-9.141114408176723,0.8348765432098766,648,0,0
10000,-700,60000,648,625,4,151,493,-37646,-58.09567901234568,2,90,12,544,-49359,-76.17129629629629,-11713,-21.53125,2,61,481,153,70,321,0.5,0.28125,0.12867647058823528,-31.113531318068322,0.8395061728395061,648,0,0
10000,-700,120000,648,625,5,182,461,-63824,-98.49382716049382,2,94,8,544,-64944,-100.22222222222223,-1120,-2.0588235294117645,3,88,453,201,62,281,0.6,0.3694852941176471,0.11397058823529412,-1.7548257708698924,0.8395061728395061,648,0,0
10000,-500,30000,648,625,3,142,503,-19043,-29.387345679012345,2,99,15,532,-21906,-33.80555555555556,-2863,-5.381578947368421,1,43,488,109,49,374,0.3333333333333333,0.20488721804511278,0.09210526315789473,-15.03439584099144,0.8209876543209876,648,0,0
10000,-500,60000,648,625,4,173,471,-11255,-17.368827160493826,2,99,12,535,-31542,-48.675925925925924,-20287,-37.9196261682243,2,74,459,150,67,318,0.5,0.2803738317757009,0.1252336448598131,-180.24877832074634,0.8256172839506173,648,0,0
10000,-500,120000,648,625,5,209,434,-28652,-44.21604938271605,2,103,8,535,-46327,-71.49228395061728,-17675,-33.03738317757009,3,106,426,195,61,279,0.6,0.3644859813084112,0.11401869158878504,-61.68853832193215,0.8256172839506173,648,0,0
10000,-300,30000,648,625,3,169,476,9143,14.109567901234568,2,121,15,510,128,0.19753086419753085,-9015,-17.676470588235293,1,48,461,97,46,367,0.3333333333333333,0.19019607843137254,0.09019607843137255,-98.60002187465821,0.7870370370370371,648,0,0
10000,-300,60000,648,625,4,202,442,17679,27.28240740740741,2,121,12,513,-9508,-14.67283950617284,-27187,-52.99610136452242,2,81,430,138,61,314,0.5,0.26900584795321636,0.1189083820662768,-153.78132247299055,0.7916666666666666,648,0,0
10000,-300,120000,648,625,5,239,404,7017,10.828703703703704,2,125,8,513,-23493,-36.254629629629626,-30510,-59.473684210526315,3,114,396,183,55,275,0.6,0.3567251461988304,0.10721247563352826,-434.80119709277466,0.7916666666666666,648,0,0
10000,-200,30000,648,625,3,193,452,25862,39.910493827160494,2,133,15,498,11725,18.094135802469136,-14137,-28.38755020080321,1,60,437,91,44,363,0.3333333333333333,0.1827309236947791,0.08835341365461848,-54.66321243523316,0.7685185185185185,648,0,0
10000,-200,60000,648,625,4,233,411,37436,57.77160493827161,2,133,12,501,2089,3.2237654320987654,-35347,-70.55289421157684,2,100,399,133,57,311,0.5,0.2654690618762475,0.11377245508982035,-94.41980980874025,0.7731481481481481,648,0,0
10000,-200,120000,648,625,5,279,364,25264,38.98765432098765,2,137,8,501,-11496,-17.74074074074074,-36760,-73.37325349301398,3,142,356,177,50,274,0.6,0.3532934131736527,0.0998003992015968,-145.5034832172261,0.7731481481481481,648,0,0
