scope,classifier,target_bps,stop_bps,max_hold_ms,roundtrip_cost_bps,top_positive_fraction_removed,retained_count_before_tail_removal,removed_count,removed_sum_bps,sum_pnl_after_tail_removal_bps,avg_pnl_after_tail_removal_bps,median_pnl_after_tail_removal_bps,tail_dependency_flag
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-300,20000,100,0.05,983,50,45000,-171435,-183.7459807073955,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-300,20000,100,0.1,983,99,89100,-215535,-243.81787330316743,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-300,30000,100,0.05,983,50,45000,-171161,-183.4523043944266,-238.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-300,30000,100,0.1,983,99,89100,-215261,-243.5079185520362,-322.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-300,40000,100,0.05,983,50,45000,-161566,-173.16827438370848,-267.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-300,40000,100,0.1,983,99,89100,-205666,-232.65384615384616,-399.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-500,20000,100,0.05,983,50,45000,-227670,-244.0192926045016,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-500,20000,100,0.1,983,99,89100,-271770,-307.4321266968326,-213.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-500,30000,100,0.05,983,50,45000,-228924,-245.36334405144694,-216.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-500,30000,100,0.1,983,99,89100,-273024,-308.85067873303166,-241.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-500,40000,100,0.05,983,50,45000,-216315,-231.84887459807075,-223.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-500,40000,100,0.1,983,99,89100,-260415,-294.5871040723982,-274.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-700,20000,100,0.05,983,50,45000,-274865,-294.60342979635584,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-700,20000,100,0.1,983,99,89100,-318965,-360.82013574660635,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-700,30000,100,0.05,983,50,45000,-277441,-297.36441586280813,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-700,30000,100,0.1,983,99,89100,-321541,-363.7341628959276,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-700,40000,100,0.05,983,50,45000,-266376,-285.5048231511254,-214.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-700,40000,100,0.1,983,99,89100,-310476,-351.21719457013575,-236.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-1000,20000,100,0.05,983,50,45000,-342243,-366.81993569131834,-209.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-1000,20000,100,0.1,983,99,89100,-386343,-437.039592760181,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-1000,30000,100,0.05,983,50,45000,-350568,-375.7427652733119,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-1000,30000,100,0.1,983,99,89100,-394668,-446.4570135746606,-214.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-1000,40000,100,0.05,983,50,45000,-343592,-368.2658092175777,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1000,-1000,40000,100,0.1,983,99,89100,-387692,-438.5656108597285,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-300,20000,100,0.05,983,50,70000,-170286,-182.5144694533762,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-300,20000,100,0.1,983,99,130112,-230398,-260.631221719457,-228.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-300,30000,100,0.05,983,50,70000,-173354,-185.80278670953913,-267.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-300,30000,100,0.1,983,99,136662,-240016,-271.5113122171946,-400.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-300,40000,100,0.05,983,50,70000,-168500,-180.60021436227225,-398.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-300,40000,100,0.1,983,99,138600,-237100,-268.2126696832579,-400.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-500,20000,100,0.05,983,50,70000,-226663,-242.93997856377277,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-500,20000,100,0.1,983,99,132413,-289076,-327.00904977375563,-216.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-500,30000,100,0.05,983,50,70000,-232755,-249.4694533762058,-234.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-500,30000,100,0.1,983,99,138600,-301355,-340.89932126696834,-293.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-500,40000,100,0.05,983,50,70000,-222318,-238.28295819935693,-267.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-500,40000,100,0.1,983,99,138600,-290918,-329.09276018099547,-396.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-700,20000,100,0.05,983,50,70000,-273072,-292.68167202572346,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-700,20000,100,0.1,983,99,134775,-337847,-382.17986425339365,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-700,30000,100,0.05,983,50,70000,-281086,-301.2711682743837,-216.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-700,30000,100,0.1,983,99,138600,-349686,-395.57239819004525,-241.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-700,40000,100,0.05,983,50,70000,-271496,-290.9924973204716,-235.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-700,40000,100,0.1,983,99,138600,-340096,-384.7239819004525,-309.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-1000,20000,100,0.05,983,50,70000,-338922,-363.2604501607717,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-1000,20000,100,0.1,983,99,136057,-404979,-458.1210407239819,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-1000,30000,100,0.05,983,50,70000,-352924,-378.2679528403001,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-1000,30000,100,0.1,983,99,138600,-421524,-476.8371040723982,-224.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-1000,40000,100,0.05,983,50,70000,-346506,-371.3890675241158,-217.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,1500,-1000,40000,100,0.1,983,99,138600,-415106,-469.5769230769231,-253.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-300,20000,100,0.05,983,50,94594,-180617,-193.58735262593783,-215.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-300,20000,100,0.1,983,99,151030,-237053,-268.1595022624434,-234.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-300,30000,100,0.05,983,50,95000,-185891,-199.2400857449089,-330.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-300,30000,100,0.1,983,99,163549,-254440,-287.82805429864254,-400.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-300,40000,100,0.05,983,50,95000,-179059,-191.91747052518755,-400.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-300,40000,100,0.1,983,99,175493,-259552,-293.6108597285068,-400.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-500,20000,100,0.05,983,50,94856,-238219,-255.32583065380493,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-500,20000,100,0.1,983,99,154789,-298152,-337.2760180995475,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-500,30000,100,0.05,983,50,95000,-246620,-264.33011789924973,-253.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-500,30000,100,0.1,983,99,170398,-322018,-364.2737556561086,-344.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-500,40000,100,0.05,983,50,95000,-232939,-249.66666666666666,-331.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-500,40000,100,0.1,983,99,183545,-321484,-363.66968325791856,-506.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-700,20000,100,0.05,983,50,95000,-283589,-303.95391211146836,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-700,20000,100,0.1,983,99,159614,-348203,-393.8947963800905,-214.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-700,30000,100,0.05,983,50,95000,-293152,-314.2036441586281,-223.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-700,30000,100,0.1,983,99,176816,-374968,-424.17194570135746,-262.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-700,40000,100,0.05,983,50,95000,-277628,-297.56484458735264,-257.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-700,40000,100,0.1,983,99,187726,-370354,-418.9524886877828,-366.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-1000,20000,100,0.05,983,50,95000,-348335,-373.34941050375136,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-1000,20000,100,0.1,983,99,162567,-415902,-470.4773755656109,-212.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-1000,30000,100,0.05,983,50,95000,-363199,-389.2808145766345,-215.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-1000,30000,100,0.1,983,99,181650,-449849,-508.8789592760181,-237.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-1000,40000,100,0.05,983,50,95000,-350341,-375.4994640943194,-226.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2000,-1000,40000,100,0.1,983,99,188100,-443441,-501.63009049773757,-287.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-300,20000,100,0.05,983,50,108011,-188410,-201.93997856377277,-216.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-300,20000,100,0.1,983,99,159222,-239621,-271.06447963800906,-236.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-300,30000,100,0.05,983,50,119898,-196444,-210.55091103965702,-341.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-300,30000,100,0.1,983,99,182351,-258897,-292.86990950226243,-400.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-300,40000,100,0.05,983,50,120000,-191381,-205.12433011789926,-400.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-300,40000,100,0.1,983,99,194496,-265877,-300.7658371040724,-400.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-500,20000,100,0.05,983,50,110438,-247077,-264.81993569131834,-212.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-500,20000,100,0.1,983,99,164661,-301300,-340.8371040723982,-219.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-500,30000,100,0.05,983,50,120000,-255943,-274.32261521972134,-257.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-500,30000,100,0.1,983,99,191491,-327434,-370.4004524886878,-359.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-500,40000,100,0.05,983,50,120000,-243366,-260.84244372990355,-348.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-500,40000,100,0.1,983,99,208347,-331713,-375.24095022624437,-541.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-700,20000,100,0.05,983,50,112245,-293699,-314.78992497320473,-211.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-700,20000,100,0.1,983,99,170483,-351937,-398.118778280543,-215.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-700,30000,100,0.05,983,50,120000,-300692,-322.2851018220793,-233.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-700,30000,100,0.1,983,99,200978,-381670,-431.7533936651584,-275.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-700,40000,100,0.05,983,50,120000,-285927,-306.459807073955,-267.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-700,40000,100,0.1,983,99,219490,-385417,-435.9920814479638,-385.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-1000,20000,100,0.05,983,50,113632,-359236,-385.0332261521972,-210.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-1000,20000,100,0.1,983,99,174624,-420228,-475.3710407239819,-213.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-1000,30000,100,0.05,983,50,120000,-369439,-395.9689174705252,-216.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-1000,30000,100,0.1,983,99,208778,-458217,-518.3450226244344,-242.5,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-1000,40000,100,0.05,983,50,120000,-356167,-381.7438370846731,-234.0,True
shadow-burnin-v3-r50-tsv2-logging-only-target60-stop60-exit-replay-maxwait66000-r1,R4_MARKUP_WITH_DUMP_RISK,2500,-1000,40000,100,0.1,983,99,227181,-463348,-524.1493212669683,-302.0,True
